,name,code,credit,quota,campus,classroom
2721,課程發展與設計（教）,00UE075,2,54,本部,誠104
2722,教育概論（教）,00UE001,2,60,本部,教312
2723,輔導原理與實務（教）,00UE008,2,60,本部,樸301
2724,教育政策與法令（教）,00UE099,2,60,本部,誠107
2725,特殊教育教學實習（一）（資優）,00UEG01,2,46,本部,特116
2726,綜合活動領域探究與實作（教）,00UE109,2,60,本部,誠206
2727,發展心理學（教）,00UE017,2,60,本部,教202會議廳
2728,輔導原理與實務（教）,00UE008,2,60,本部,誠208
2729,課程發展與設計（教）,00UE075,2,60,本部,正106
2730,教學原理（教）,00UE005,2,60,本部,樸301
2731,藝術資優教育（資優）,00UEG22,2,30,本部,特115
2732,雙語教材教法（教）,00UEB01,2,60,本部,樸301
2733,學習評量（教）,00UE074,2,60,本部,誠107
2734,資優教育概論（資優）,00UEG18,2,48,本部,特115
2735,教育哲學（教）,00UE003,2,60,本部,樸401
2736,教育心理學（教）,00UE002,2,60,本部,誠205
2737,特殊教育導論（教）,00UE059,3,60,本部,誠207
2738,職業教育與訓練暨生涯規劃（教）,00UE102,1,60,公館,理圖002
2739,班級經營（教）,00UE006,2,60,本部,樸401
2740,實地學習（A）（教）,00UE087,0,60,,
2741,班級經營（教）,00UE006,2,48,本部,誠106
2742,教育心理學（教）,00UE002,2,60,本部,教511
2743,職業教育與訓練暨生涯規劃（教）,00UE102,1,60,公館,理圖002
2744,特殊教育導論（教）,00UE059,3,50,本部,誠204
2745,雙語教育概論（教）,00UEB03,2,60,本部,樸301
2746,教學媒體與運用（教）,00UE076,2,60,公館,理圖807
2747,科學資優教育（資優）,00UEG20,2,30,公館,教室自排
2748,教育議題專題（教）,00UE304,2,60,本部,樸401
2749,教育哲學（教）,00UE003,2,60,本部,教802
2750,實地學習（二）（教）,00UE085,0,60,,
2751,教育社會學（教）,00UE004,2,60,本部,誠401
2752,領導才能教育（資優）,00UEG08,2,35,本部,特113
2753,親職教育與親師合作（教）,00UE097,2,60,本部,樸401
2754,課程發展與設計（教）,00UE075,2,60,公館,Ｓ407
2755,輔導原理與實務（教）,00UE008,2,60,本部,樸301
2756,實地學習（C）（教）,00UE089,0,60,,
2757,資源教室方案與經營（資優）,00UEG16,2,15,本部,特114演講廳
2758,教育議題專題（教）,00UE325,2,50,公館,Ｓ202
2759,特殊教育導論（資優）,00UEG19,3,15,本部,特103
2944,歷史科教學實習（二）（教）,HIUE210,2,60,本部,樸201
2946,歷史教材教法（教）,HIUE001,2,60,本部,正401
2991,動力機械群科目教材教法（教）,IEUE210,2,60,本部,汽車場二樓
3023,地理教學實習（一）（教）,GEUE110,2,43,本部,樸201
3156,生活科技科教學實習（一）（教）,ITUE210,2,35,本部,科技系TD301
